path	repository	artifact_type	authority_class	review_relevance	review_depth	disposition	related_findings	reason
docs/project/status/MALAK-STATE-RECONCILIATION-20260915.md	Aranwill/jarvis	governing_or_current_state	derived_current_state	audit_governance	FULL_READ	FULL_READ		directly governs audit method, authority, architecture, security or current baseline
documents/projects/jarvis/archive/estado_actual_jarvis_v0.4.1.md	Aranwill/jarvis	legacy_archive	historical	historical_context	HISTORICAL_REFERENCE	HISTORICAL_REFERENCE		legacy historical artifact; no current authority
documents/projects/jarvis/archive/manifest_jarvis_legacy.yaml	Aranwill/jarvis	legacy_archive	historical	historical_context	HISTORICAL_REFERENCE	HISTORICAL_REFERENCE		legacy historical artifact; no current authority
documents/projects/jarvis/changelog.md	Aranwill/jarvis	project_history	historical_or_idea	historical_context	HISTORICAL_REFERENCE	HISTORICAL_REFERENCE		historical/idea/reference artifact; not current authority
documents/projects/jarvis/decisiones.md	Aranwill/jarvis	project_history	historical_or_idea	historical_context	HISTORICAL_REFERENCE	HISTORICAL_REFERENCE		historical/idea/reference artifact; not current authority
documents/projects/jarvis/ideas.md	Aranwill/jarvis	project_history	historical_or_idea	historical_context	HISTORICAL_REFERENCE	HISTORICAL_REFERENCE		historical/idea/reference artifact; not current authority
documents/projects/jarvis/model_benchmarks.md	Aranwill/jarvis	project_history	historical_or_idea	historical_context	HISTORICAL_REFERENCE	HISTORICAL_REFERENCE		historical/idea/reference artifact; not current authority
documents/projects/jarvis/models.md	Aranwill/jarvis	project_history	historical_or_idea	historical_context	HISTORICAL_REFERENCE	HISTORICAL_REFERENCE		historical/idea/reference artifact; not current authority
documents/projects/jarvis/proyecto_jarvis_base.md	Aranwill/jarvis	project_history	historical_or_idea	historical_context	HISTORICAL_REFERENCE	HISTORICAL_REFERENCE		historical/idea/reference artifact; not current authority
documents/projects/jarvis/releases/v0.6.0-alpha.yaml	Aranwill/jarvis	project_history	historical_or_idea	historical_context	HISTORICAL_REFERENCE	HISTORICAL_REFERENCE		historical/idea/reference artifact; not current authority
documents/projects/jarvis/setup.md	Aranwill/jarvis	project_history	historical_or_idea	historical_context	HISTORICAL_REFERENCE	HISTORICAL_REFERENCE		historical/idea/reference artifact; not current authority
examples/hello_kernel.py	Aranwill/jarvis	example	informational	supporting_example	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		example/supporting artifact; not authority
pyproject.toml	Aranwill/jarvis	repository_config	configuration	repository_baseline	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		repository/tooling baseline
scripts/backup-jarvis.ps1	Aranwill/jarvis	script	operational_tooling	construction_evidence	TARGETED_READ	TARGETED_READ		construction/validation tooling or repository utility
scripts/cerrar-jarvis.ps1	Aranwill/jarvis	script	operational_tooling	construction_evidence	TARGETED_READ	TARGETED_READ		construction/validation tooling or repository utility
scripts/dev.ps1	Aranwill/jarvis	script	operational_tooling	construction_evidence	TARGETED_READ	TARGETED_READ		construction/validation tooling or repository utility
scripts/iniciar-jarvis.ps1	Aranwill/jarvis	script	operational_tooling	construction_evidence	TARGETED_READ	TARGETED_READ		construction/validation tooling or repository utility
scripts/malak_evidence.py	Aranwill/jarvis	script	operational_tooling	construction_evidence	TARGETED_READ	TARGETED_READ		construction/validation tooling or repository utility
scripts/run.ps1	Aranwill/jarvis	script	operational_tooling	construction_evidence	TARGETED_READ	TARGETED_READ		construction/validation tooling or repository utility
scripts/test.ps1	Aranwill/jarvis	script	operational_tooling	construction_evidence	TARGETED_READ	TARGETED_READ		construction/validation tooling or repository utility
scripts/update-models.ps1	Aranwill/jarvis	script	operational_tooling	construction_evidence	TARGETED_READ	TARGETED_READ		construction/validation tooling or repository utility
src/app/main.py	Aranwill/jarvis	documentation	informational	context	TARGETED_READ	TARGETED_READ		classified for exhaustive coverage; inspect if linked to material unit
src/malak/__init__.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/app/__init__.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/app/cli.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/app/composition.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/capabilities/__init__.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/capabilities/_engineering_analysis.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/capabilities/_engineering_evidence.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/capabilities/conversation.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/capabilities/echo.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/capabilities/engineering_analyze.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/capabilities/engineering_inspect.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/capabilities/engineering_propose.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/contracts/__init__.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/contracts/capability.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/core/__init__.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/core/assurance_signal_projection.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/core/conversation.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/core/conversation_registry.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/core/llm_runtime.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/core/protected_finalization.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/core/request.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/core/response.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/core/types.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/events/__init__.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/identity/__init__.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/infrastructure/__init__.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/infrastructure/repository_reader.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/infrastructure/repository_structure.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/infrastructure/repository_structure_lookup.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/kernel/__init__.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/kernel/bootstrap.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/kernel/events.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/kernel/kernel.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/kernel/registry.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/knowledge/__init__.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/knowledge/knowledge_reader.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/memory/__init__.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/memory/assessment_producer_authorization.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/memory/assessment_provenance.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/memory/candidate_content_identity.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/memory/episodic_admission.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/memory/episodic_persistence_authorization.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/memory/episodic_persistence_readiness.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/memory/governed_input_projection.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/memory/governed_projection_consumption.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/observability/__init__.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/observability/operational_event.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/observability/operational_event_jsonl_store.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/observability/operational_event_sink.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/observability/operational_event_store.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/providers/runtime_provider.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/runtime/mock_llm_runtime.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/runtime/ollama_runtime.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/runtime/runtime_metric_jsonl_store.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/runtime/runtime_metric_sample.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/runtime/runtime_metric_sink.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/runtime/runtime_metric_store.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/runtime/runtime_metrics.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/runtime/runtime_performance_profile.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/runtime/runtime_performance_profiler.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/security/__init__.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/security/audit.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/security/clock.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/security/context_issuer.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/security/context_propagation.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/security/context_renewer.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/security/context_validator.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/security/contracts.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/security/pdp.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/security/pep.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/services/__init__.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/services/conversation_context.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/services/conversation_service.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/services/planner.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
src/malak/shared/logger.py	Aranwill/jarvis	source	implementation	material_implementation	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current implementation; promoted to TARGETED/FULL read per material unit
tests/test_app_composition.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_architecture_invariants.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_assessment_producer_authorization.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_assurance_signal_projection.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_authorization_audit.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_authorization_contracts.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_candidate_content_identity.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_capability_registry.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_cli.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_conversation_capability.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_conversation_context.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_conversation_contract.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_conversation_execution_path.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_conversation_registry.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_conversation_service.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_engineering_analyze.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_engineering_inspect.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_engineering_propose.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_episodic_assessment_provenance.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_episodic_memory_admission.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_episodic_persistence_authorization.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_episodic_persistence_readiness.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_governed_input_projection.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_governed_projection_consumption.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_kernel.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_knowledge_reader.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_llm_runtime.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_malak_evidence.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_ollama_runtime.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_operational_event.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_operational_event_jsonl_store.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_operational_event_sink.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_operational_event_store.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_planner.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_policy_decision_point.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_policy_enforcement_point.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_protected_finalization.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_repository_reader.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_repository_structure.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_repository_structure_lookup.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_runtime_integration.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_runtime_metric_jsonl_store.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_runtime_metric_sample.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_runtime_metric_sink.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_runtime_metric_store.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_runtime_performance_profiler.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_runtime_provider.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_security_clock.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_security_context_issuer.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_security_context_propagation.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_security_context_renewer.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
tests/test_security_context_validator.py	Aranwill/jarvis	test	verification	material_verification	STRUCTURAL_INSPECTION	STRUCTURAL_INSPECTION		current verification evidence; promoted per audited unit
